breed,link,translations,alt_names,no_accent,breed_en
ÍSLENSKUR FJÁRHUNDUR,https://fci.be/en/nomenclature/ICELANDIC-SHEEPDOG-289.html,"['ICELANDIC SHEEPDOG', 'CHIEN DE BERGER ISLANDAIS', 'ISLANDHUND', 'PERRO DE PASTOR ISLANDÉS']","['chien de berger islandais', 'íslenskur fjárhundur', 'islandhund', 'icelandic sheepdog', 'perro de pastor islandés']","['chien de berger islandais', 'islenskur fjarhundur', 'islandhund', 'icelandic sheepdog', 'perro de pastor islandes']",ICELANDIC SHEEPDOG
JACK RUSSELL TERRIER,https://fci.be/en/nomenclature/JACK-RUSSELL-TERRIER-345.html,"['JACK RUSSELL TERRIER', 'TERRIER JACK RUSSELL', 'JACK RUSSELL TERRIER', 'TERRIER JACK RUSSELL']","['jack russell terrier', 'terrier jack russell']","['jack russell terrier', 'terrier jack russell']",JACK RUSSELL TERRIER
JÄMTHUND,https://fci.be/en/nomenclature/JAMTHUND-42.html,"['JÄMTHUND', ""CHIEN D'ELAN SUEDOIS"", 'SCHWEDISCHER ELCHHUND', 'PERRO CAZADOR DE ALCES SUECO']","['schwedischer elchhund', ""chien d'elan suedois"", 'perro cazador de alces sueco', 'jämthund']","['schwedischer elchhund', ""chien d'elan suedois"", 'perro cazador de alces sueco', 'jamthund']",JÄMTHUND
JUGOSLOVENSKI OVCARSKI PAS-SARPLANINAC,https://fci.be/en/nomenclature/YUGOSLAVIAN-SHEPHERD-DOG-SHARPLANINA-41.html,"['YUGOSLAVIAN SHEPHERD DOG - SHARPLANINA', 'CHIEN DE BERGER YOUGOSLAVE DE CHARPLANINA', 'JUGOSLAWISCHER HIRTENHUND - SARPLANINAC', 'PERRO DE PASTOR YUGOSLAVO DE CHARPLANINA']","['yugoslavian shepherd dog - sharplanina', 'chien de berger yougoslave de charplanina', 'jugoslovenski ovcarski pas-sarplaninac', 'perro de pastor yugoslavo de charplanina', 'jugoslawischer hirtenhund - sarplaninac']","['yugoslavian shepherd dog - sharplanina', 'chien de berger yougoslave de charplanina', 'jugoslovenski ovcarski pas-sarplaninac', 'perro de pastor yugoslavo de charplanina', 'jugoslawischer hirtenhund - sarplaninac']",YUGOSLAVIAN SHEPHERD DOG - SHARPLANINA
KAI,https://fci.be/en/nomenclature/KAI-317.html,"['KAI', 'KAI', 'KAI', 'KAI']",['kai'],['kai'],KAI
KANGAL ÇOBAN KÖPEGI,https://fci.be/en/nomenclature/KANGAL-SHEPHERD-DOG-331.html,"['KANGAL SHEPHERD DOG', 'CHIEN DE BERGER KANGAL', 'KANGAL-HIRTENHUND', 'PERRO PASTOR KANGAL']","['perro pastor kangal', 'kangal çoban köpegi', 'kangal-hirtenhund', 'kangal shepherd dog', 'chien de berger kangal']","['perro pastor kangal', 'kangal coban kopegi', 'kangal-hirtenhund', 'kangal shepherd dog', 'chien de berger kangal']",KANGAL SHEPHERD DOG
KARJALANKARHUKOIRA,https://fci.be/en/nomenclature/KARELIAN-BEAR-DOG-48.html,"['KARELIAN BEAR DOG', ""CHIEN D'OURS DE CARELIE"", 'KARELISCHER BÄRENHUND', 'PERRO DE OSOS DE CARELIA']","['karelian bear dog', 'perro de osos de carelia', ""chien d'ours de carelie"", 'karelischer bärenhund', 'karjalankarhukoira']","['karelian bear dog', 'perro de osos de carelia', ""chien d'ours de carelie"", 'karelischer barenhund', 'karjalankarhukoira']",KARELIAN BEAR DOG
KAVKAZSKAÏA OVTCHARKA,https://fci.be/en/nomenclature/CAUCASIAN-SHEPHERD-DOG-328.html,"['CAUCASIAN SHEPHERD DOG', 'BERGER DU CAUCASE', 'KAUKASISCHER SCHÄFERHUND', 'PERRO PASTOR DEL CÁUCASO']","['kavkazskaïa ovtcharka', 'berger du caucase', 'caucasian shepherd dog', 'kaukasischer schäferhund', 'perro pastor del cáucaso']","['kavkazskaia ovtcharka', 'berger du caucase', 'caucasian shepherd dog', 'kaukasischer schaferhund', 'perro pastor del caucaso']",CAUCASIAN SHEPHERD DOG
KERRY BLUE TERRIER,https://fci.be/en/nomenclature/KERRY-BLUE-TERRIER-3.html,"['KERRY BLUE TERRIER', 'TERRIER KERRY BLUE', 'KERRY BLUE TERRIER', 'KERRY BLUE TERRIER']","['kerry blue terrier', 'terrier kerry blue']","['kerry blue terrier', 'terrier kerry blue']",KERRY BLUE TERRIER
KING CHARLES SPANIEL,https://fci.be/en/nomenclature/KING-CHARLES-SPANIEL-128.html,"['KING CHARLES SPANIEL', 'EPAGNEUL KING CHARLES', 'KING CHARLES SPANIEL', 'KING CHARLES SPANIEL']","['king charles spaniel', 'epagneul king charles']","['king charles spaniel', 'epagneul king charles']",KING CHARLES SPANIEL
KISHU,https://fci.be/en/nomenclature/KISHU-318.html,"['KISHU', 'KISHU', 'KISHU', 'KISHU']",['kishu'],['kishu'],KISHU
KLEINER MÜNSTERLÄNDER,https://fci.be/en/nomenclature/KLEINER-MUNSTERLANDER-102.html,"['KLEINER MÜNSTERLÄNDER', 'PETIT EPAGNEUL DE MÜNSTER', 'KLEINER MÜNSTERLÄNDER', 'PEQUEÑO MÜNSTERLÄNDER']","['kleiner münsterländer', 'pequeño münsterländer', 'petit epagneul de münster']","['kleiner munsterlander', 'pequeno munsterlander', 'petit epagneul de munster']",KLEINER MÜNSTERLÄNDER
KOMONDOR,https://fci.be/en/nomenclature/KOMONDOR-53.html,"['KOMONDOR', 'KOMONDOR', 'KOMONDOR', 'KOMONDOR']",['komondor'],['komondor'],KOMONDOR
KOREA JINDO DOG,https://fci.be/en/nomenclature/KOREA-JINDO-DOG-334.html,"['KOREA JINDO DOG', 'JINDO COREEN', 'KOREANISCHER JINDO', 'KOREA JINDO DOG']","['korea jindo dog', 'koreanischer jindo', 'jindo coreen']","['korea jindo dog', 'koreanischer jindo', 'jindo coreen']",KOREA JINDO DOG
KRASKI OVCAR,https://fci.be/en/nomenclature/KARST-SHEPHERD-DOG-278.html,"['KARST SHEPHERD DOG', 'BERGER DU KARST', 'KARST-SCHÄFERHUND', 'PASTOR DE KARST']","['karst-schäferhund', 'berger du karst', 'karst shepherd dog', 'pastor de karst', 'kraski ovcar']","['karst-schaferhund', 'berger du karst', 'karst shepherd dog', 'pastor de karst', 'kraski ovcar']",KARST SHEPHERD DOG
KROMFOHRLÄNDER,https://fci.be/en/nomenclature/KROMFOHRLANDER-192.html,"['KROMFOHRLÄNDER', 'KROMFOHRLÄNDER', 'KROMFOHRLÄNDER', 'KROMFOHRLÄNDER']",['kromfohrländer'],['kromfohrlander'],KROMFOHRLÄNDER
KUVASZ,https://fci.be/en/nomenclature/KUVASZ-54.html,"['KUVASZ', 'KUVASZ', 'KUVASZ', 'KUVASZ']",['kuvasz'],['kuvasz'],KUVASZ
LABRADOR RETRIEVER,https://fci.be/en/nomenclature/LABRADOR-RETRIEVER-122.html,"['LABRADOR RETRIEVER', 'RETRIEVER DU LABRADOR', 'LABRADOR RETRIEVER', 'LABRADOR RETRIEVER']","['retriever du labrador', 'labrador retriever']","['retriever du labrador', 'labrador retriever']",LABRADOR RETRIEVER
LAGOTTO ROMAGNOLO,https://fci.be/en/nomenclature/ROMAGNA-WATER-DOG-298.html,"['ROMAGNA WATER DOG', ""CHIEN D'EAU ROMAGNOL"", 'WASSERHUND DER ROMAGNA', 'PERRO DE AGUA DE ROMAGNA']","['romagna water dog', ""chien d'eau romagnol"", 'perro de agua de romagna', 'wasserhund der romagna', 'lagotto romagnolo']","['romagna water dog', ""chien d'eau romagnol"", 'perro de agua de romagna', 'wasserhund der romagna', 'lagotto romagnolo']",ROMAGNA WATER DOG
LAKELAND TERRIER,https://fci.be/en/nomenclature/LAKELAND-TERRIER-70.html,"['LAKELAND TERRIER', 'LAKELAND TERRIER', 'LAKELAND TERRIER', 'LAKELAND TERRIER']",['lakeland terrier'],['lakeland terrier'],LAKELAND TERRIER
LANCASHIRE HEELER,https://fci.be/en/nomenclature/LANCASHIRE-HEELER-360.html,"['LANCASHIRE HEELER', 'LANCASHIRE HEELER', 'LANCASHIRE HEELER', 'LANCASHIRE HEELER']",['lancashire heeler'],['lancashire heeler'],LANCASHIRE HEELER
LANDSEER (EUROPÄISCH-KONTINENTALER TYP),https://fci.be/en/nomenclature/LANDSEER-EUROPEAN-CONTINENTAL-TYPE-226.html,"['LANDSEER (EUROPEAN CONTINENTAL TYPE)', 'LANDSEER (TYPE CONTINENTAL-EUROPEEN)', 'LANDSEER (EUROPÄISCH-KONTINENTALER TYP)', 'LANDSEER (TIPO EUROPEO CONTINENTAL)']","['landseer (europäisch-kontinentaler typ)', 'landseer (type continental-europeen)', 'landseer (tipo europeo continental)', 'landseer (european continental type)']","['landseer (europaisch-kontinentaler typ)', 'landseer (type continental-europeen)', 'landseer (tipo europeo continental)', 'landseer (european continental type)']",LANDSEER (EUROPEAN CONTINENTAL TYPE)
LAPINPOROKOIRA,https://fci.be/en/nomenclature/LAPPONIAN-HERDER-284.html,"['LAPPONIAN HERDER', 'BERGER FINNOIS DE LAPONIE', 'FINNISCHER LAPPLANDHIRTENHUND', 'PASTOR FINLANDÉS DE LAPONIA']","['pastor finlandés de laponia', 'lapinporokoira', 'lapponian herder', 'berger finnois de laponie', 'finnischer lapplandhirtenhund']","['pastor finlandes de laponia', 'lapinporokoira', 'lapponian herder', 'berger finnois de laponie', 'finnischer lapplandhirtenhund']",LAPPONIAN HERDER
LEONBERGER,https://fci.be/en/nomenclature/LEONBERGER-145.html,"['LEONBERGER', 'CHIEN DE LEONBERG', 'LEONBERGER', 'LEONBERGER']","['chien de leonberg', 'leonberger']","['chien de leonberg', 'leonberger']",LEONBERGER
LHASA APSO,https://fci.be/en/nomenclature/LHASA-APSO-227.html,"['LHASA APSO', 'LHASA APSO', 'LHASA APSO', 'LHASA APSO']",['lhasa apso'],['lhasa apso'],LHASA APSO
MAGYAR AGAR,https://fci.be/en/nomenclature/HUNGARIAN-GREYHOUND-240.html,"['HUNGARIAN GREYHOUND', 'LEVRIER HONGROIS', 'UNGARISCHER WINDHUND', 'LEBREL HÚNGARO']","['lebrel húngaro', 'hungarian greyhound', 'magyar agar', 'ungarischer windhund', 'levrier hongrois']","['lebrel hungaro', 'hungarian greyhound', 'magyar agar', 'ungarischer windhund', 'levrier hongrois']",HUNGARIAN GREYHOUND
MALTESE,https://fci.be/en/nomenclature/MALTESE-65.html,"['MALTESE', 'BICHON MALTAIS', 'MALTESER', 'MALTESE']","['malteser', 'maltese', 'bichon maltais']","['malteser', 'maltese', 'bichon maltais']",MALTESE
MANCHESTER TERRIER,https://fci.be/en/nomenclature/MANCHESTER-TERRIER-71.html,"['MANCHESTER TERRIER', 'TERRIER DE MANCHESTER', 'MANCHESTER TERRIER', 'MANCHESTER TERRIER']","['terrier de manchester', 'manchester terrier']","['terrier de manchester', 'manchester terrier']",MANCHESTER TERRIER
MASTIFF,https://fci.be/en/nomenclature/MASTIFF-264.html,"['MASTIFF', 'MASTIFF', 'MASTIFF', 'MASTIFF']",['mastiff'],['mastiff'],MASTIFF
MASTÍN DEL PIRINEO,https://fci.be/en/nomenclature/PYRENEAN-MASTIFF-92.html,"['PYRENEAN MASTIFF', 'MATIN DES PYRENEES', 'PYRENÄEN-MASTIFF', 'MASTÍN DEL PIRINEO']","['pyrenean mastiff', 'mastín del pirineo', 'pyrenäen-mastiff', 'matin des pyrenees']","['pyrenean mastiff', 'mastin del pirineo', 'pyrenaen-mastiff', 'matin des pyrenees']",PYRENEAN MASTIFF
MASTÍN ESPAÑOL,https://fci.be/en/nomenclature/SPANISH-MASTIFF-91.html,"['SPANISH MASTIFF', 'MATIN ESPAGNOL', 'SPANISCHER MASTIFF', 'MASTÍN ESPAÑOL']","['matin espagnol', 'spanischer mastiff', 'mastín español', 'spanish mastiff']","['matin espagnol', 'spanischer mastiff', 'mastin espanol', 'spanish mastiff']",SPANISH MASTIFF
MASTINO NAPOLETANO,https://fci.be/en/nomenclature/NEAPOLITAN-MASTIFF-197.html,"['NEAPOLITAN MASTIFF', 'MATIN NAPOLITAIN', 'MASTINO NAPOLETANO', 'MASTÍN NAPOLITANO']","['matin napolitain', 'mastino napoletano', 'neapolitan mastiff', 'mastín napolitano']","['matin napolitain', 'mastino napoletano', 'neapolitan mastiff', 'mastin napolitano']",NEAPOLITAN MASTIFF
MINIATURE AMERICAN SHEPHERD,https://fci.be/en/nomenclature/MINIATURE-AMERICAN-SHEPHERD-367.html,"['MINIATURE AMERICAN SHEPHERD', 'BERGER MINIATURE AMÉRICAIN', 'MINIATUR AMERIKANISCHER SCHÄFERHUND', 'PASTOR MINIATURA AMERICANO']","['berger miniature américain', 'pastor miniatura americano', 'miniatur amerikanischer schäferhund', 'miniature american shepherd']","['berger miniature americain', 'pastor miniatura americano', 'miniatur amerikanischer schaferhund', 'miniature american shepherd']",MINIATURE AMERICAN SHEPHERD
MINIATURE BULL TERRIER,https://fci.be/en/nomenclature/MINIATURE-BULL-TERRIER-359.html,"['MINIATURE BULL TERRIER', 'BULL TERRIER MINIATURE', 'MINIATURE BULL TERRIER', 'BULL TERRIER MINIATURA']","['miniature bull terrier', 'bull terrier miniature', 'bull terrier miniatura']","['miniature bull terrier', 'bull terrier miniature', 'bull terrier miniatura']",MINIATURE BULL TERRIER
MUDI,https://fci.be/en/nomenclature/MUDI-238.html,"['MUDI', 'MUDI', 'MUDI', 'MUDI']",['mudi'],['mudi'],MUDI
NEDERLANDSE KOOIKERHONDJE,https://fci.be/en/nomenclature/NEDERLANDSE-KOOIKERHONDJE-314.html,"['NEDERLANDSE KOOIKERHONDJE', 'NEDERLANDSE KOOIKERHONDJE', 'NEDERLANDSE KOOIKERHONDJE', 'NEDERLANDSE KOOIKERHONDJE']",['nederlandse kooikerhondje'],['nederlandse kooikerhondje'],NEDERLANDSE KOOIKERHONDJE
NEDERLANDSE SCHAPENDOES,https://fci.be/en/nomenclature/DUTCH-SCHAPENDOES-313.html,"['DUTCH SCHAPENDOES', 'SCHAPENDOES NEERLANDAIS', 'NIEDERLÄNDISCHER SCHAPENDOES', 'SCHAPENDOES NEERLANDÉS']","['schapendoes neerlandais', 'dutch schapendoes', 'nederlandse schapendoes', 'niederländischer schapendoes', 'schapendoes neerlandés']","['schapendoes neerlandais', 'dutch schapendoes', 'nederlandse schapendoes', 'niederlandischer schapendoes', 'schapendoes neerlandes']",DUTCH SCHAPENDOES
NEWFOUNDLAND,https://fci.be/en/nomenclature/NEWFOUNDLAND-50.html,"['NEWFOUNDLAND', 'CHIEN DE TERRE-NEUVE', 'NEUFUNDLÄNDER', 'TERRANOVA']","['terranova', 'chien de terre-neuve', 'newfoundland', 'neufundländer']","['terranova', 'chien de terre-neuve', 'newfoundland', 'neufundlander']",NEWFOUNDLAND
NIHON SUPITTSU,https://fci.be/en/nomenclature/JAPANESE-SPITZ-262.html,"['JAPANESE SPITZ', 'SPITZ JAPONAIS', 'JAPAN-SPITZ', 'SPITZ JAPONÉS']","['japan-spitz', 'spitz japonais', 'spitz japonés', 'japanese spitz', 'nihon supittsu']","['japan-spitz', 'spitz japonais', 'spitz japones', 'japanese spitz', 'nihon supittsu']",JAPANESE SPITZ
NIHON TERIA,https://fci.be/en/nomenclature/JAPANESE-TERRIER-259.html,"['JAPANESE TERRIER', 'TERRIER JAPONAIS', 'JAPANISCHER TERRIER', 'TERRIER JAPONÉS']","['terrier japonais', 'japanese terrier', 'nihon teria', 'japanischer terrier', 'terrier japonés']","['terrier japonais', 'japanese terrier', 'nihon teria', 'japanischer terrier', 'terrier japones']",JAPANESE TERRIER
NORFOLK TERRIER,https://fci.be/en/nomenclature/NORFOLK-TERRIER-272.html,"['NORFOLK TERRIER', 'NORFOLK TERRIER', 'NORFOLK TERRIER', 'NORFOLK TERRIER']",['norfolk terrier'],['norfolk terrier'],NORFOLK TERRIER
NORRBOTTENSPETS,https://fci.be/en/nomenclature/NORRBOTTENSPITZ-276.html,"['NORRBOTTENSPITZ', 'SPITZ DE NORRBOTTEN', 'NORRBOTTENSPITZ', 'SPITZ DE NORRBOTTEN']","['spitz de norrbotten', 'norrbottenspitz', 'norrbottenspets']","['spitz de norrbotten', 'norrbottenspitz', 'norrbottenspets']",NORRBOTTENSPITZ
NORSK BUHUND,https://fci.be/en/nomenclature/NORWEGIAN-BUHUND-237.html,"['NORWEGIAN BUHUND', 'BUHUND NORVEGIEN', 'NORWEGISCHER BUHUND', 'BUHUND NORUEGO']","['norwegian buhund', 'norwegischer buhund', 'buhund norvegien', 'norsk buhund', 'buhund noruego']","['norwegian buhund', 'norwegischer buhund', 'buhund norvegien', 'norsk buhund', 'buhund noruego']",NORWEGIAN BUHUND
NORSK ELGHUND GRÅ,https://fci.be/en/nomenclature/NORWEGIAN-ELKHOUND-GREY-242.html,"['NORWEGIAN ELKHOUND GREY', ""CHIEN D'ELAN NORVEGIEN GRIS"", 'NORWEGISCHER ELCHHUND GRAU', 'CAZADOR DE ALCES NORUEGO GRIS']","['cazador de alces noruego gris', 'norwegischer elchhund grau', ""chien d'elan norvegien gris"", 'norwegian elkhound grey', 'norsk elghund grå']","['cazador de alces noruego gris', 'norwegischer elchhund grau', ""chien d'elan norvegien gris"", 'norwegian elkhound grey', 'norsk elghund gra']",NORWEGIAN ELKHOUND GREY
NORSK ELGHUND SORT,https://fci.be/en/nomenclature/NORWEGIAN-ELKHOUND-BLACK-268.html,"['NORWEGIAN ELKHOUND BLACK', ""CHIEN D'ELAN NORVEGIEN NOIR"", 'NORWEGISCHER ELCHHUND SCHWARZ', 'CAZADOR DE ALCES NORUEGO NEGRO']","['cazador de alces noruego negro', ""chien d'elan norvegien noir"", 'norwegian elkhound black', 'norwegischer elchhund schwarz', 'norsk elghund sort']","['cazador de alces noruego negro', ""chien d'elan norvegien noir"", 'norwegian elkhound black', 'norwegischer elchhund schwarz', 'norsk elghund sort']",NORWEGIAN ELKHOUND BLACK
NORSK LUNDEHUND,https://fci.be/en/nomenclature/NORWEGIAN-LUNDEHUND-265.html,"['NORWEGIAN LUNDEHUND', 'CHIEN NORVEGIEN DE MACAREUX', 'NORWEGISCHER LUNDEHUND', 'LUNDEHUND NORUEGO']","['norwegian lundehund', 'norwegischer lundehund', 'lundehund noruego', 'norsk lundehund', 'chien norvegien de macareux']","['norwegian lundehund', 'norwegischer lundehund', 'lundehund noruego', 'norsk lundehund', 'chien norvegien de macareux']",NORWEGIAN LUNDEHUND
NORWICH TERRIER,https://fci.be/en/nomenclature/NORWICH-TERRIER-72.html,"['NORWICH TERRIER', 'NORWICH TERRIER', 'NORWICH TERRIER', 'NORWICH TERRIER']",['norwich terrier'],['norwich terrier'],NORWICH TERRIER
NOVA SCOTIA DUCK TOLLING RETRIEVER,https://fci.be/en/nomenclature/NOVA-SCOTIA-DUCK-TOLLING-RETRIEVER-312.html,"['NOVA SCOTIA DUCK TOLLING RETRIEVER', 'RETRIEVER DE LA NOUVELLE ECOSSE', 'NOVA SCOTIA RETRIEVER', 'PERRO COBRADOR DE NUEVA ESCOCIA']","['nova scotia retriever', 'nova scotia duck tolling retriever', 'perro cobrador de nueva escocia', 'retriever de la nouvelle ecosse']","['nova scotia retriever', 'nova scotia duck tolling retriever', 'perro cobrador de nueva escocia', 'retriever de la nouvelle ecosse']",NOVA SCOTIA DUCK TOLLING RETRIEVER
OGAR POLSKI,https://fci.be/en/nomenclature/POLISH-HOUND-52.html,"['POLISH HOUND', 'BRACHET POLONAIS', 'POLNISCHE BRACKE', 'SABUESO POLACO']","['ogar polski', 'brachet polonais', 'polish hound', 'sabueso polaco', 'polnische bracke']","['ogar polski', 'brachet polonais', 'polish hound', 'sabueso polaco', 'polnische bracke']",POLISH HOUND
OLD ENGLISH SHEEPDOG,https://fci.be/en/nomenclature/OLD-ENGLISH-SHEEPDOG-16.html,"['OLD ENGLISH SHEEPDOG', 'CHIEN DE BERGER ANGLAIS ANCESTRAL', 'ALTENGLISCHER SCHAFERHUND', 'ANTIGUO PERRO DE PASTOR INGLÉS']","['altenglischer schaferhund', 'old english sheepdog', 'antiguo perro de pastor inglés', 'chien de berger anglais ancestral']","['altenglischer schaferhund', 'old english sheepdog', 'antiguo perro de pastor ingles', 'chien de berger anglais ancestral']",OLD ENGLISH SHEEPDOG
OTTERHOUND,https://fci.be/en/nomenclature/OTTERHOUND-294.html,"['OTTERHOUND', 'CHIEN A LOUTRE', 'OTTERHUND', 'PERRO DE NUTRIA']","['otterhund', 'otterhound', 'chien a loutre', 'perro de nutria']","['otterhund', 'otterhound', 'chien a loutre', 'perro de nutria']",OTTERHOUND
ÖSTERREICHISCHER PINSCHER,https://fci.be/en/nomenclature/AUSTRIAN-PINSCHER-64.html,"['AUSTRIAN PINSCHER', 'PINSCHER AUTRICHIEN', 'ÖSTERREICHISCHER PINSCHER', 'PINSCHER AUSTRIACO']","['austrian pinscher', 'pinscher austriaco', 'österreichischer pinscher', 'pinscher autrichien']","['austrian pinscher', 'pinscher austriaco', 'osterreichischer pinscher', 'pinscher autrichien']",AUSTRIAN PINSCHER
PARSON RUSSELL TERRIER,https://fci.be/en/nomenclature/PARSON-RUSSELL-TERRIER-339.html,"['PARSON RUSSELL TERRIER', 'TERRIER DU REVEREND RUSSELL', 'PARSON RUSSELL TERRIER', 'PARSON RUSSELL TERRIER']","['parson russell terrier', 'terrier du reverend russell']","['parson russell terrier', 'terrier du reverend russell']",PARSON RUSSELL TERRIER
PEKINGESE,https://fci.be/en/nomenclature/PEKINGESE-207.html,"['PEKINGESE', 'PEKINOIS', 'PEKINGESE', 'PEKINÉS']","['pekinés', 'pekinois', 'pekingese']","['pekines', 'pekinois', 'pekingese']",PEKINGESE
PERDIGUEIRO PORTUGUÊS,https://fci.be/en/nomenclature/PORTUGUESE-POINTING-DOG-187.html,"['PORTUGUESE POINTING DOG', ""CHIEN D'ARRET PORTUGAIS"", 'PORTUGIESISCHER VORSTEHHUND', 'PERDIGUERO PORTUGUÉS']","['perdigueiro português', 'portuguese pointing dog', 'perdiguero portugués', 'portugiesischer vorstehhund', ""chien d'arret portugais""]","['perdigueiro portugues', 'portuguese pointing dog', 'perdiguero portugues', 'portugiesischer vorstehhund', ""chien d'arret portugais""]",PORTUGUESE POINTING DOG
PERDIGUERO DE BURGOS,https://fci.be/en/nomenclature/BURGOS-POINTING-DOG-90.html,"['BURGOS POINTING DOG', 'PERDIGUERO DE BURGOS', 'PERDIGUERO VON BURGOS', 'PERDIGUERO DE BURGOS']","['perdiguero de burgos', 'burgos pointing dog', 'perdiguero von burgos']","['perdiguero de burgos', 'burgos pointing dog', 'perdiguero von burgos']",BURGOS POINTING DOG
PERRO DE AGUA ESPAÑOL,https://fci.be/en/nomenclature/SPANISH-WATER-DOG-336.html,"['SPANISH WATER DOG', ""CHIEN D'EAU ESPAGNOL"", 'SPANISCHER WASSERHUND', 'PERRO DE AGUA ESPAÑOL']","['spanischer wasserhund', 'spanish water dog', ""chien d'eau espagnol"", 'perro de agua español']","['spanischer wasserhund', 'spanish water dog', ""chien d'eau espagnol"", 'perro de agua espanol']",SPANISH WATER DOG
PERRO DOGO MALLORQUÍN,https://fci.be/en/nomenclature/MAJORCA-MASTIFF-249.html,"['MAJORCA MASTIFF', 'DOGUE DE MAJORQUE', 'MALLORCA-DOGGE', 'CA DE BOU']","['ca de bou', 'perro dogo mallorquín', 'mallorca-dogge', 'majorca mastiff', 'dogue de majorque']","['ca de bou', 'perro dogo mallorquin', 'mallorca-dogge', 'majorca mastiff', 'dogue de majorque']",MAJORCA MASTIFF
PERRO SIN PELO DEL PERÚ,https://fci.be/en/nomenclature/PERUVIAN-HAIRLESS-DOG-310.html,"['PERUVIAN HAIRLESS DOG', 'CHIEN NU DU PEROU', 'PERUANISCHER NACKTHUND', 'PERRO SIN PELO DEL PERÚ']","['perro sin pelo del perú', 'peruanischer nackthund', 'chien nu du perou', 'peruvian hairless dog']","['perro sin pelo del peru', 'peruanischer nackthund', 'chien nu du perou', 'peruvian hairless dog']",PERUVIAN HAIRLESS DOG
PETIT BASSET GRIFFON VENDEEN,https://fci.be/en/nomenclature/PETIT-BASSET-GRIFFON-VENDEEN-67.html,"['PETIT BASSET GRIFFON VENDEEN', 'PETIT BASSET GRIFFON VENDEEN', 'KLEINER BASSET GRIFFON VENDEEN', 'PEQUEÑO BASSET GRIFÓN VENDEANO']","['kleiner basset griffon vendeen', 'pequeño basset grifón vendeano', 'petit basset griffon vendeen']","['kleiner basset griffon vendeen', 'pequeno basset grifon vendeano', 'petit basset griffon vendeen']",PETIT BASSET GRIFFON VENDEEN
PETIT BLEU DE GASCOGNE,https://fci.be/en/nomenclature/SMALL-BLUE-GASCONY-31.html,"['SMALL BLUE GASCONY', 'PETIT BLEU DE GASCOGNE', 'KLEINER BLAUER GASCOGNE LAUFHUND', 'PEQUEÑO SABUESO AZUL DE GASCUÑA']","['pequeño sabueso azul de gascuña', 'small blue gascony', 'petit bleu de gascogne', 'kleiner blauer gascogne laufhund']","['pequeno sabueso azul de gascuna', 'small blue gascony', 'petit bleu de gascogne', 'kleiner blauer gascogne laufhund']",SMALL BLUE GASCONY
PETIT BRABANÇON,https://fci.be/en/nomenclature/PETIT-BRABANCON-82.html,"['PETIT BRABANÇON', 'PETIT BRABANÇON', 'BRABANTER GRIFFON', 'PETIT BRABANÇON']","['brabanter griffon', 'petit brabançon']","['brabanter griffon', 'petit brabancon']",PETIT BRABANÇON
PETIT CHIEN LION,https://fci.be/en/nomenclature/LITTLE-LION-DOG-233.html,"['LITTLE LION DOG', 'PETIT CHIEN LION', 'LÖWCHEN', 'PEQUEÑO PERRO LEÓN']","['petit chien lion', 'pequeño perro león', 'löwchen', 'little lion dog']","['petit chien lion', 'pequeno perro leon', 'lowchen', 'little lion dog']",LITTLE LION DOG
PHARAOH HOUND,https://fci.be/en/nomenclature/PHARAOH-HOUND-248.html,"['PHARAOH HOUND', 'CHIEN DU PHARAON', 'PHARAONENHUND', 'PERRO DEL FARAÓN']","['pharaonenhund', 'perro del faraón', 'chien du pharaon', 'pharaoh hound']","['pharaonenhund', 'perro del faraon', 'chien du pharaon', 'pharaoh hound']",PHARAOH HOUND
PICCOLO LEVRIERO ITALIANO,https://fci.be/en/nomenclature/ITALIAN-SIGHTHOUND-200.html,"['ITALIAN SIGHTHOUND', ""LEVRETTE D'ITALIE"", 'ITALIENISCHES WINDSPIEL', 'PEQUEÑO LEBREL ITALIANO']","['italienisches windspiel', 'pequeño lebrel italiano', 'italian sighthound', 'piccolo levriero italiano', ""levrette d'italie""]","['italienisches windspiel', 'pequeno lebrel italiano', 'italian sighthound', 'piccolo levriero italiano', ""levrette d'italie""]",ITALIAN SIGHTHOUND
PODENCO CANARIO,https://fci.be/en/nomenclature/CANARIAN-WARREN-HOUND-329.html,"['CANARIAN WARREN HOUND', 'CHIEN DE GARENNE DES CANARIES', 'KANARISCHER PODENCO', 'PODENCO CANARIO']","['kanarischer podenco', 'podenco canario', 'chien de garenne des canaries', 'canarian warren hound']","['kanarischer podenco', 'podenco canario', 'chien de garenne des canaries', 'canarian warren hound']",CANARIAN WARREN HOUND
PODENCO IBICENCO,https://fci.be/en/nomenclature/IBIZAN-PODENCO-89.html,"['IBIZAN PODENCO', ""PODENCO D'IBIZA"", 'IBIZA-PODENCO', 'PODENCO IBICENCO']","['podenco ibicenco', 'ibiza-podenco', ""podenco d'ibiza"", 'ibizan podenco']","['podenco ibicenco', 'ibiza-podenco', ""podenco d'ibiza"", 'ibizan podenco']",IBIZAN PODENCO
